episode_id,segment_id,canonical_verb,start_time,end_time,duration,start_frame,end_frame_exclusive,tracking_valid_frac,pose_ref,video_path,source_data_path
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000073,fold_clothes,73.0,74.0,1.0,2190,2220,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000073.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000074,fold_clothes,74.0,75.0,1.0,2220,2250,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000074.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000075,fold_clothes,75.0,76.0,1.0,2250,2280,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000075.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000076,fold_clothes,76.0,77.0,1.0,2280,2310,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000076.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000077,fold_clothes,77.0,78.0,1.0,2310,2340,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000077.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000078,fold_clothes,78.0,79.0,1.0,2340,2370,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000078.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000079,fold_clothes,79.0,80.0,1.0,2370,2400,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000079.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000080,fold_clothes,80.0,81.0,1.0,2400,2430,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000080.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000081,fold_clothes,81.0,82.0,1.0,2430,2460,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000081.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000082,fold_clothes,82.0,83.0,1.0,2460,2490,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000082.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000083,fold_clothes,83.0,84.0,1.0,2490,2520,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000083.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000084,fold_clothes,84.0,85.0,1.0,2520,2550,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000084.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000085,fold_clothes,85.0,86.0,1.0,2550,2580,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000085.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000086,fold_clothes,86.0,87.0,1.0,2580,2610,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000086.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000087,fold_clothes,87.0,88.0,1.0,2610,2640,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000087.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000088,fold_clothes,88.0,89.0,1.0,2640,2670,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000088.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000089,fold_clothes,89.0,90.0,1.0,2670,2700,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000089.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000090,fold_clothes,90.0,91.0,1.0,2700,2730,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000090.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000091,fold_clothes,91.0,92.0,1.0,2730,2760,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000091.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000092,fold_clothes,92.0,93.0,1.0,2760,2790,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000092.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000093,fold_clothes,93.0,93.6,0.6,2790,2808,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000093.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000000,fold_clothes,0.0,1.0,1.0,0,30,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000000.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000001,fold_clothes,1.0,2.0,1.0,30,60,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000001.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000002,fold_clothes,2.0,3.0,1.0,60,90,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000002.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000003,fold_clothes,3.0,4.0,1.0,90,120,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000003.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000004,fold_clothes,4.0,5.0,1.0,120,150,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000004.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000005,fold_clothes,5.0,6.0,1.0,150,180,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000005.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000006,fold_clothes,6.0,7.0,1.0,180,210,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000006.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000007,fold_clothes,7.0,8.0,1.0,210,240,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000007.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000008,fold_clothes,8.0,9.0,1.0,240,270,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000008.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000009,fold_clothes,9.0,10.0,1.0,270,300,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000009.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000010,fold_clothes,10.0,11.0,1.0,300,330,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000010.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000011,fold_clothes,11.0,12.0,1.0,330,360,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000011.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000012,fold_clothes,12.0,13.0,1.0,360,390,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000012.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000013,fold_clothes,13.0,14.0,1.0,390,420,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000013.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000014,fold_clothes,14.0,15.0,1.0,420,450,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000014.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000015,fold_clothes,15.0,16.0,1.0,450,480,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000015.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000016,fold_clothes,16.0,17.0,1.0,480,510,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000016.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000017,fold_clothes,17.0,18.0,1.0,510,540,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000017.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000018,fold_clothes,18.0,19.0,1.0,540,570,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000018.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000019,fold_clothes,19.0,20.0,1.0,570,600,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000019.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000020,fold_clothes,20.0,21.0,1.0,600,630,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000020.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000021,fold_clothes,21.0,22.0,1.0,630,660,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000021.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000022,fold_clothes,22.0,23.0,1.0,660,690,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000022.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000023,fold_clothes,23.0,24.0,1.0,690,720,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000023.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000024,fold_clothes,24.0,25.0,1.0,720,750,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000024.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000025,fold_clothes,25.0,26.0,1.0,750,780,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000025.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000026,fold_clothes,26.0,27.0,1.0,780,810,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000026.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000027,fold_clothes,27.0,28.0,1.0,810,840,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000027.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000028,fold_clothes,28.0,29.0,1.0,840,870,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000028.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000029,fold_clothes,29.0,30.0,1.0,870,900,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000029.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000030,fold_clothes,30.0,31.0,1.0,900,930,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000030.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000031,fold_clothes,31.0,32.0,1.0,930,960,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000031.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000032,fold_clothes,32.0,33.0,1.0,960,990,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000032.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000033,fold_clothes,33.0,34.0,1.0,990,1020,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000033.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000034,fold_clothes,34.0,35.0,1.0,1020,1050,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000034.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000035,fold_clothes,35.0,36.0,1.0,1050,1080,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000035.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000036,fold_clothes,36.0,37.0,1.0,1080,1110,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000036.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000037,fold_clothes,37.0,38.0,1.0,1110,1140,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000037.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000038,fold_clothes,38.0,39.0,1.0,1140,1170,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000038.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000039,fold_clothes,39.0,40.0,1.0,1170,1200,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000039.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000040,fold_clothes,40.0,41.0,1.0,1200,1230,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000040.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000041,fold_clothes,41.0,42.0,1.0,1230,1260,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000041.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000042,fold_clothes,42.0,43.0,1.0,1260,1290,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000042.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000043,fold_clothes,43.0,44.0,1.0,1290,1320,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000043.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000044,fold_clothes,44.0,45.0,1.0,1320,1350,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000044.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000045,fold_clothes,45.0,46.0,1.0,1350,1380,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000045.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000046,fold_clothes,46.0,47.0,1.0,1380,1410,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000046.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000047,fold_clothes,47.0,48.0,1.0,1410,1440,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000047.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000048,fold_clothes,48.0,49.0,1.0,1440,1470,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000048.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000049,fold_clothes,49.0,50.0,1.0,1470,1500,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000049.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000050,fold_clothes,50.0,51.0,1.0,1500,1530,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000050.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000051,fold_clothes,51.0,52.0,1.0,1530,1560,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000051.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000052,fold_clothes,52.0,53.0,1.0,1560,1590,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-47-54-000000/front_1/000052.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
